CustomerID,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls
3391982,1.7,0.0,16.7,0.0
3212038,0.7,0.7,4.0,0.0
3332446,0.7,1.0,11.3,0.0
3073786,2.3,6.7,9.7,0.7
3175054,12.0,0.0,9.3,0.0
3130818,3.7,12.3,10.3,1.7
3389842,1.3,0.3,20.0,1.3
3012942,4.3,2.0,10.3,0.0
3301058,0.3,12.7,39.0,0.3
3042734,0.0,1.7,15.3,0.0
3305386,3.3,0.0,13.7,3.7
3196422,24.7,1.7,88.0,1.0
3312774,19.7,0.7,38.7,0.3
3166594,5.7,0.0,26.7,8.0
3051998,1.0,2.3,11.3,0.0
3000126,2.0,1.7,5.3,0.0
3276534,10.0,7.0,55.3,13.3
3190698,1.7,2.3,2.0,1.3
3242302,12.7,1.7,450.7,7.0
3359482,12.3,5.7,42.7,0.3
3300846,1.7,4.0,70.7,9.7
3307438,8.0,0.3,28.0,1.0
3186762,3.0,10.7,7.3,0.0
3345906,2.7,1.3,48.3,0.0
3109906,0.7,3.7,7.7,0.0
3317130,5.3,14.0,72.7,3.3
3176038,1.7,0.0,13.7,6.0
3092518,0.0,0.0,2.0,0.0
3004674,20.3,2.3,51.0,16.0
3321798,13.3,3.7,68.3,2.0
3161830,0.3,0.7,15.7,0.0
3274130,7.0,0.7,36.3,0.3
3257026,2.3,0.3,8.3,0.0
3360566,5.7,3.0,58.7,15.0
3197370,0.0,2.0,1.3,0.0
3169566,1.7,1.7,19.3,0.0
3243126,5.0,5.0,36.7,0.0
3013794,0.3,0.0,8.3,0.0
3353494,1.7,1.0,2.3,0.0
3322874,1.7,2.7,16.3,0.0
3259294,0.0,0.0,0.0,0.0
3349018,1.3,0.7,9.3,0.0
3215818,4.7,0.3,6.7,0.0
3171222,0.0,0.7,19.3,0.0
3385442,17.7,0.3,35.0,0.7
3180414,2.3,2.0,16.3,0.0
3347326,1.0,0.0,4.0,0.0
3044478,1.3,1.0,22.7,7.0
3147542,12.0,1.7,23.0,0.0
3254966,0.7,0.0,7.3,0.7
3134870,0.3,0.0,0.7,0.0
3248178,7.7,3.7,37.3,2.7
3377546,8.7,56.0,24.0,0.0
3062654,3.3,9.0,43.7,6.3
3102818,8.3,0.7,10.3,0.3
3317762,2.0,0.0,23.3,0.0
3007674,11.3,6.3,68.0,0.0
3307690,7.3,0.7,19.7,0.7
3041234,0.0,0.0,2.7,0.0
3093190,2.3,7.3,38.0,0.3
3184966,6.7,0.0,16.0,0.0
3065638,2.3,4.3,46.3,2.7
3329162,1.0,0.0,0.0,2.3
3006902,3.3,10.0,94.0,1.3
3142862,7.3,0.7,14.3,0.0
3102098,0.0,0.0,2.0,0.0
3114910,11.0,8.3,38.3,0.0
3117194,2.0,0.3,15.0,0.0
3106722,0.3,2.7,31.3,0.0
3270630,1.7,5.7,28.0,11.0
3113318,2.3,0.0,30.7,0.0
3115170,5.7,0.7,11.0,0.0
3323170,4.3,0.0,8.7,1.3
3187038,23.7,8.3,239.3,10.7
3279522,0.0,0.0,0.0,0.0
3084814,25.0,4.0,93.3,6.0
3356550,19.0,3.7,59.3,3.3
3133986,0.0,0.0,0.3,0.0
3056650,10.0,0.3,19.0,0.0
3004442,2.0,0.3,4.7,0.7
3235214,6.3,10.7,50.3,2.0
3124050,0.0,1.0,1.3,0.0
3224454,2.7,0.0,12.3,0.0
3363650,1.3,0.0,21.0,0.0
3263874,0.0,0.0,0.0,0.0
3281762,0.0,0.0,0.0,0.0
3391166,0.0,0.0,0.0,0.0
3333386,5.7,0.0,28.0,0.0
3113518,4.0,0.3,10.3,0.0
3028974,2.3,7.3,15.0,3.0
3371634,9.3,0.3,154.7,8.0
3094130,0.3,0.0,2.0,0.0
3375342,5.0,0.7,15.3,0.3
3248322,0.7,0.0,3.7,0.0
3159178,3.0,1.0,7.0,0.0
3173650,0.3,0.3,10.0,0.0
3006222,2.0,0.3,15.7,0.7
3069358,0.0,0.0,0.0,0.0
3029866,7.7,0.7,15.0,0.3
3288434,0.0,0.0,0.0,0.0
3391674,4.0,0.3,12.0,0.0
3168274,0.0,0.0,0.0,0.0
3269242,0.0,0.0,0.0,0.0
3173598,3.3,10.3,22.3,0.0
3392918,0.3,0.0,1.0,0.0
3077470,5.3,0.3,44.0,6.7
3041918,3.7,0.3,16.7,0.0
3179670,13.7,8.7,23.7,5.0
3384530,1.3,1.7,7.0,0.0
3077894,0.7,0.7,11.7,0.0
3182490,91.7,3.0,52.3,9.0
3095818,22.7,4.7,214.3,0.3
3196346,4.0,10.7,71.3,1.0
3362786,1.3,0.3,0.7,0.0
3152002,12.0,0.0,21.3,0.3
3123122,1.3,0.0,4.7,0.0
3210346,4.0,0.7,15.3,0.0
3129798,5.3,4.0,27.0,1.0
3046918,2.3,2.7,4.0,0.0
3278594,7.3,0.3,90.0,5.3
3338062,1.7,1.3,17.0,0.0
3311094,3.0,0.0,14.0,0.0
3001510,6.7,8.3,14.3,0.0
3184826,6.7,1.0,31.3,0.0
3116846,0.0,0.0,0.0,0.0
3124610,7.7,0.7,17.3,0.0
3315534,0.0,0.0,1.3,0.0
3079894,2.3,15.3,27.3,0.0
3220342,22.7,1.0,32.7,0.7
3298602,0.0,0.0,0.0,0.0
3076090,0.7,1.0,18.0,0.0
3359258,8.7,2.7,24.0,0.7
3335198,19.3,1.3,87.3,6.3
3370498,1.3,1.0,9.0,0.0
3051474,9.7,4.7,18.3,0.0
3143142,3.7,1.7,35.7,1.3
3177134,3.3,0.0,12.7,0.0
3000282,3.0,12.3,51.7,2.7
3281102,0.0,0.0,0.0,0.0
3029902,4.0,0.3,53.3,0.7
3376182,0.3,0.0,5.3,0.0
3004374,17.3,1.7,48.0,0.3
3168362,1.0,2.7,7.3,0.0
3320378,27.0,0.0,2.0,0.7
3268274,10.3,0.7,54.0,0.7
3354282,4.0,0.3,20.7,2.7
3208386,4.3,4.3,24.3,0.0
3322978,16.0,7.3,92.3,44.7
3082054,5.3,2.7,13.7,4.3
3105142,3.3,0.0,35.3,0.0
3160298,1.0,1.7,18.0,1.0
3160814,12.7,2.3,168.3,29.3
3260514,2.7,0.3,18.0,0.0
3135642,4.0,0.7,20.7,8.0
3004334,6.7,5.0,17.0,0.7
3295346,5.7,2.0,73.7,0.0
3240234,2.0,1.7,27.0,0.0
3031130,3.7,0.3,19.3,1.3
3335154,0.0,0.0,0.3,0.0
3085922,3.0,0.7,15.3,0.0
3239086,4.7,2.3,39.7,4.3
3011694,2.0,1.0,3.7,0.7
3094010,2.7,0.7,26.7,0.7
3376854,0.3,6.3,11.7,2.0
3117430,8.7,1.7,20.3,1.0
3363370,0.3,1.3,15.0,0.3
3196254,2.7,4.7,64.3,1.7
3169362,0.0,0.0,0.7,0.0
3242230,0.0,0.0,4.0,0.0
3024590,6.7,4.3,21.7,0.7
3136646,10.0,0.0,26.3,0.0
3321766,35.7,22.3,102.3,18.7
3185614,0.7,0.0,8.7,1.7
3194070,0.0,0.3,4.3,0.0
3391518,0.7,0.0,0.3,0.0
3353538,6.7,10.7,68.7,1.0
3157426,7.0,0.0,9.7,0.0
3332746,37.7,2.0,60.3,2.3
3229126,5.0,4.7,106.7,14.0
3392470,3.7,1.3,33.7,2.0
3080714,4.7,2.3,51.0,0.3
3381030,51.0,9.0,231.0,20.0
3200530,51.0,12.3,97.0,0.3
3221758,1.0,0.0,13.7,0.3
3030282,0.0,0.0,0.3,0.0
3174026,0.7,0.3,5.3,0.0
3210322,0.0,0.0,7.3,1.3
3119234,2.3,0.7,11.7,0.0
3331246,7.3,5.7,27.3,9.0
3291678,0.0,0.0,0.0,0.0
3193150,2.0,0.0,21.3,0.7
3348438,60.3,11.0,164.0,7.0
3334530,5.3,0.7,10.7,1.0
3274822,0.0,0.0,0.0,0.0
3255818,9.0,0.0,30.0,0.0
3179226,8.0,0.7,37.3,3.0
3376706,25.3,1.3,53.7,15.7
3094002,3.3,0.3,12.0,0.0
3062858,6.7,0.3,42.0,0.0
3368746,14.7,0.7,84.3,0.0
3102910,0.0,0.0,0.0,0.0
3054690,6.7,9.7,15.0,0.7
3351478,12.3,15.0,62.0,6.3
3135862,11.7,2.0,39.0,0.7
3375286,11.7,30.3,117.0,9.3
3155202,64.3,6.3,61.7,13.3
3349266,5.0,0.3,11.0,0.0
3331790,5.0,0.3,61.3,4.0
3275378,0.0,0.0,0.0,0.0
3184774,0.3,0.0,45.3,0.7
3245106,4.3,0.7,4.7,0.0
3029598,2.0,5.7,65.3,4.0
3147178,6.7,6.3,44.0,2.7
3340142,27.3,2.3,70.7,14.7
3067250,2.7,3.7,4.0,2.3
3157878,3.3,31.3,18.3,5.0
3244766,15.3,1.3,25.0,0.7
3099262,0.0,0.0,0.0,0.0
3091262,3.7,0.7,26.0,0.0
3369538,3.3,1.3,7.0,0.3
3043738,0.0,4.3,31.0,2.0
3222990,6.7,0.3,28.7,8.7
3109302,5.0,7.0,44.0,0.3
3216542,13.7,28.3,33.0,4.0
3087234,4.7,1.7,26.3,1.7
3269654,3.7,0.3,19.3,0.0
3173522,1.3,3.3,26.7,12.3
3300450,3.0,1.0,46.7,0.3
3035098,4.3,7.7,24.7,5.3
3354678,7.0,7.3,51.3,0.3
3354730,12.7,0.0,32.7,0.0
3153310,2.0,0.7,31.7,3.3
3269834,0.0,0.7,0.0,0.0
3361350,15.0,2.0,18.0,4.7
3353174,1.7,10.3,74.3,2.0
3323558,0.0,0.0,4.3,0.0
3051354,0.0,3.3,53.0,0.3
3326394,3.0,0.0,8.0,0.0
3125134,2.3,0.7,0.3,0.0
3092234,0.7,6.0,8.3,0.0
3125906,2.3,11.0,20.7,0.3
3234326,0.7,2.0,18.3,1.7
3042682,0.3,0.7,21.7,0.0
3049910,0.7,1.3,6.3,0.0
3040602,0.0,2.3,0.0,0.0
3086038,7.3,1.7,38.3,0.0
3199322,0.0,2.0,2.3,0.0
3336130,7.7,11.0,49.3,0.3
3255850,3.3,12.3,9.3,1.3
3321234,4.3,1.7,18.3,4.7
3016710,0.0,0.0,0.7,0.3
3316106,0.0,0.0,0.0,0.0
3124018,1.3,1.0,5.0,0.0
3141534,0.0,0.0,0.0,0.0
3383482,5.0,6.3,43.0,12.7
3092270,5.3,0.0,17.7,2.0
3327210,3.7,3.0,33.0,0.0
3313426,2.7,0.3,8.0,3.3
3204622,2.7,0.3,26.0,0.0
3281086,0.0,0.0,0.0,0.0
3211818,1.3,1.0,12.0,0.0
3339298,3.0,2.0,18.3,0.0
3383206,0.3,0.0,4.7,0.0
3191090,0.0,0.0,0.0,0.0
3262046,0.0,0.0,0.0,0.0
3065398,0.0,4.3,10.7,0.0
3145874,8.3,4.0,24.7,0.0
3244786,4.0,0.0,0.7,0.0
3181470,0.3,0.7,2.7,0.0
3184834,6.0,0.0,34.7,0.0
3067034,4.7,0.0,25.3,2.3
3223638,0.3,3.0,14.0,1.7
3149494,0.0,0.0,1.0,0.0
3262646,11.0,1.3,40.3,4.7
3317318,4.0,7.3,30.3,0.0
3160530,13.7,1.0,36.0,0.0
3365382,6.7,16.3,168.3,23.7
3233230,4.7,4.7,31.0,0.0
3360642,0.7,4.3,21.0,5.3
3393910,6.7,0.7,17.3,0.0
3271970,0.0,0.0,0.0,0.0
3314954,1.7,4.7,30.0,0.0
3396302,14.7,0.7,33.7,1.0
3048226,1.3,0.7,20.7,0.7
3071830,0.0,0.3,2.7,0.0
3023102,6.7,7.7,104.0,0.3
3025510,3.0,1.0,6.3,0.0
3312738,12.3,2.3,26.3,0.0
3375782,0.7,3.7,8.3,0.0
3094234,1.3,0.3,24.0,7.3
3364742,2.0,19.3,48.0,0.0
3038806,11.0,1.7,41.0,5.3
3275434,1.0,0.0,4.3,3.3
3177022,0.0,0.0,0.3,0.0
3252726,12.0,0.0,61.7,0.7
3073470,7.7,8.3,80.0,13.0
3145190,0.3,0.0,4.7,0.3
3294494,58.3,3.0,144.7,2.0
3000506,3.7,10.3,24.0,0.0
3361846,33.7,11.7,74.3,11.7
3264234,0.0,0.0,0.0,0.0
3064802,6.3,0.3,13.3,0.0
3074194,7.7,0.3,31.7,5.0
3229818,11.7,10.7,74.7,5.0
3009270,14.0,4.7,34.0,0.7
3016646,1.7,0.3,29.0,0.3
3036954,20.3,9.0,54.3,7.0
3263726,8.3,8.3,42.3,6.0
3297602,0.0,0.0,0.0,0.0
3280786,20.3,15.0,144.3,11.0
3025158,19.7,15.0,18.3,0.0
3105150,0.3,0.0,13.3,5.3
3253578,2.7,0.3,17.3,0.7
3265114,0.0,0.0,0.0,0.0
3008218,5.0,19.7,32.0,0.0
3092842,0.0,0.0,0.3,0.0
3363182,32.0,6.7,54.0,11.7
3061654,0.7,0.7,2.0,0.0
3056822,37.3,2.7,51.7,0.0
3154098,9.3,4.0,24.0,1.0
3108850,6.0,0.3,34.0,0.0
3369950,4.7,0.3,11.0,0.7
3201978,9.7,0.3,9.0,0.0
3180282,16.7,6.7,46.0,2.7
3278254,0.0,0.0,0.0,0.0
3239282,2.0,2.3,10.7,1.7
3227830,1.7,2.3,20.7,0.0
3121562,5.3,0.0,12.0,0.0
3092958,12.3,0.0,1.0,0.7
3020970,4.7,7.3,14.7,0.0
3092462,1.0,2.0,21.7,0.0
3248050,2.0,5.0,12.7,0.0
3390830,9.0,4.3,70.3,0.0
3341442,0.0,0.0,1.3,0.0
3059326,5.0,4.3,31.0,9.0
3101570,3.7,9.7,38.7,0.0
3387706,0.3,2.3,12.7,0.0
3314730,3.7,3.0,18.3,0.0
3167790,2.3,14.3,39.7,0.0
3287914,0.0,0.0,0.0,0.0
3018118,0.0,0.0,0.0,0.0
3043346,3.0,0.0,5.3,0.0
3309018,0.3,7.3,8.0,0.0
3061194,2.0,1.0,6.7,0.0
3111858,3.0,8.3,11.3,0.0
3115234,4.3,46.7,28.3,1.0
3310422,9.7,19.0,13.0,3.3
3054162,0.3,8.0,75.7,0.0
3245718,19.3,0.3,19.0,0.0
3152718,0.0,0.0,0.0,0.0
3331474,7.0,1.3,43.0,2.0
3044262,0.3,2.0,3.0,0.0
3250486,1.7,4.3,7.7,0.3
3182494,1.0,0.3,109.7,9.0
3397914,8.3,3.3,26.0,1.0
3179170,12.7,9.0,110.3,29.3
3158722,2.0,0.0,13.7,2.7
3392430,17.3,3.0,71.7,0.3
3039938,0.3,2.3,14.7,0.0
3084950,0.0,0.0,0.0,0.0
3392562,1.0,0.0,6.7,1.7
3330138,4.0,0.3,41.0,9.7
3009550,0.0,0.0,0.0,0.0
3033230,9.3,1.0,37.3,0.3
3114598,2.0,61.3,36.7,1.3
3156382,17.3,0.3,70.3,1.3
3341570,0.0,0.0,0.0,0.0
3330854,0.3,0.7,1.3,0.0
3030158,2.7,1.3,10.3,0.0
3099346,12.7,3.0,26.7,0.0
3367918,21.0,3.0,27.3,0.7
3260702,0.0,0.0,0.0,0.0
3376946,64.0,8.7,106.3,2.0
3018198,3.0,0.3,11.3,0.0
3138494,2.0,0.0,8.3,1.0
3382626,44.7,5.3,158.0,11.3
3276258,0.0,0.0,0.0,0.0
3368098,6.7,0.0,12.3,0.3
3084414,0.7,0.7,6.7,3.7
3358602,14.3,6.7,68.0,3.3
3306286,16.0,0.0,40.7,3.0
3102038,7.3,0.3,15.3,0.7
3110862,1.3,1.0,3.3,0.0
3018874,4.7,1.7,9.3,1.7
3339382,5.3,51.7,7.7,6.0
3004502,2.7,2.0,39.3,0.0
3247746,0.0,0.0,3.7,0.0
3344654,1.7,0.7,6.0,0.0
3130758,0.0,2.7,14.7,0.0
3369822,11.7,1.3,48.7,9.3
3202394,0.3,0.0,0.0,0.0
3126810,2.7,0.7,9.3,0.0
3002774,25.0,1.7,59.0,9.7
3196226,22.3,5.3,100.0,9.7
3345674,4.0,3.3,26.3,1.3
3285098,0.0,0.0,0.0,0.0
3159302,2.0,0.0,8.0,0.0
3263882,0.0,0.0,0.0,0.0
3041490,0.7,0.7,16.0,0.0
3333698,3.0,5.3,17.3,1.0
3366970,0.3,0.0,8.3,0.0
3398174,0.7,0.0,4.7,3.0
3316458,8.0,4.3,17.0,0.0
3097982,4.3,0.3,19.0,0.3
3182698,1.0,2.3,7.3,2.0
3069458,0.0,3.7,1.0,0.0
3137894,9.0,0.3,16.7,0.3
3141858,11.7,0.7,22.7,3.7
3186806,1.3,0.0,4.3,0.0
3349138,1.3,0.7,18.0,2.3
3150542,7.7,3.0,35.7,0.0
3232322,3.7,3.0,31.3,0.0
3127102,3.0,1.7,15.3,0.0
3168910,14.3,3.3,103.7,1.0
3053974,2.7,4.3,14.7,0.0
3073022,2.7,0.0,14.0,0.0
3097794,6.7,1.3,18.3,0.0
3338146,3.3,2.0,38.0,0.0
3336770,21.3,2.0,70.0,13.7
3069182,17.0,2.3,93.0,2.0
3289818,0.0,0.0,0.0,0.0
3130794,8.7,0.3,21.3,0.0
3180622,2.7,0.0,27.7,0.7
3193018,10.0,1.3,69.3,0.0
3195554,54.0,61.0,74.3,12.7
3205342,25.3,22.3,107.3,17.3
3265926,0.0,0.0,1.3,0.0
3006974,5.0,0.0,29.3,0.0
3174454,12.3,1.3,36.7,2.3
3107914,9.3,1.7,36.0,6.3
3137326,3.3,0.0,12.7,0.0
3393002,1.0,0.0,2.0,0.0
3158938,7.0,0.0,7.3,0.0
3160646,40.7,79.3,58.0,0.0
3346214,26.0,11.7,31.0,7.3
3304886,9.0,1.0,22.0,0.7
3117010,1.3,1.3,7.3,0.0
3098134,0.0,0.0,0.3,0.0
3154662,0.0,0.3,7.7,0.0
3097042,12.3,12.0,50.0,1.3
3014206,0.0,3.0,17.0,0.0
3390638,0.3,6.0,3.3,0.0
3322674,0.3,10.3,45.3,0.0
3312106,4.0,0.0,0.0,2.7
3046050,1.3,1.0,4.0,3.3
3352022,5.7,11.0,52.7,15.3
3036498,0.7,1.3,0.0,0.0
3192214,0.3,0.0,0.3,0.0
3078214,2.3,0.3,8.3,0.0
3364158,2.0,0.0,2.0,0.0
3384742,12.0,6.3,61.0,0.7
3019122,9.7,1.7,35.0,0.3
3393682,4.0,0.7,11.7,0.0
3127654,7.3,0.0,13.7,0.7
3314762,11.7,1.0,23.7,0.3
3385086,1.7,24.3,198.0,18.7
3033606,8.0,0.0,5.0,0.0
3388446,3.0,1.7,31.7,3.7
3120682,1.0,0.0,4.3,0.0
3350926,9.7,0.0,36.0,6.7
3079534,2.0,0.3,2.7,0.0
3223390,4.3,11.7,35.3,1.7
3031038,1.3,0.0,18.7,0.0
3096646,25.7,4.0,96.0,5.3
3243530,33.3,2.3,147.7,10.7
3021942,0.7,1.7,7.7,0.0
3003450,0.0,0.0,0.0,0.0
3260054,0.0,0.0,0.0,0.0
3258842,12.3,22.3,65.0,0.3
3318898,9.0,8.3,72.0,3.7
3336494,6.0,0.7,6.7,1.0
3124694,2.3,2.0,24.7,0.0
3306142,124.7,22.7,112.0,1.3
3114318,4.3,0.3,9.0,0.0
3367954,23.0,19.3,56.0,17.7
3282170,9.3,3.7,18.0,5.7
3159066,1.0,0.3,10.0,0.0
3371554,1.0,1.3,9.7,1.3
3289326,30.7,23.0,114.3,7.3
3138214,8.0,7.0,18.7,6.3
3256478,1.0,0.0,3.7,0.0
3243430,10.0,0.0,34.3,0.7
3081270,0.3,8.7,17.0,0.0
3049842,1.7,0.7,2.0,0.0
3379914,12.7,0.7,46.3,6.0
3011994,0.0,0.0,2.0,0.0
3364878,0.7,0.0,2.0,0.0
3373498,10.0,2.3,8.7,0.3
3354226,6.7,5.3,30.7,0.0
3269594,0.0,0.0,0.0,0.0
3375242,41.0,4.0,209.3,8.7
3384266,10.3,1.7,69.7,6.0
3174430,5.3,0.0,0.0,0.0
3134742,2.0,0.3,58.3,0.0
3313206,13.3,1.0,110.3,0.0
3159134,6.0,0.0,6.3,0.0
3067582,0.7,0.7,4.3,0.0
3172234,0.0,7.3,3.0,0.0
3240162,0.3,0.0,0.0,0.0
3136442,1.3,2.0,8.0,1.3
3158634,21.3,2.3,56.3,0.0
3289286,0.0,0.0,0.0,0.0
3248090,0.0,0.0,0.0,0.0
3352654,7.0,1.3,26.3,0.0
3211054,9.3,2.3,27.3,1.0
3031390,0.0,0.0,2.3,0.0
3035526,9.7,8.7,31.0,5.3
3377146,10.3,2.3,15.7,1.3
3085686,1.0,0.7,8.3,0.0
3017414,3.7,13.0,88.0,1.7
3109130,2.3,0.0,4.7,0.0
3362982,17.3,2.0,59.7,0.0
3193950,7.3,3.3,39.3,0.0
3071590,3.3,0.0,11.3,0.0
3277094,0.0,0.0,0.0,0.0
3194330,7.0,1.3,13.0,0.0
3221318,26.0,6.0,112.7,15.3
3118146,9.3,1.7,18.3,0.0
3097718,29.0,13.7,60.0,4.7
3061806,13.0,0.0,43.3,3.0
3072378,0.0,2.3,2.0,0.0
3068170,0.3,4.3,13.3,0.0
3247798,1.7,0.3,3.3,0.0
3129758,0.0,0.0,0.0,0.0
3255474,2.3,2.3,37.0,0.7
3299030,0.0,0.0,0.0,0.0
3027494,1.0,0.0,11.7,1.0
3218506,23.3,1.3,91.7,8.7
3315050,13.7,1.3,169.7,10.0
3192518,1.0,0.3,12.3,0.7
3338918,0.0,0.3,7.0,0.0
3147746,1.0,4.0,10.7,1.3
3172926,63.0,5.7,206.0,4.3
3319402,0.7,1.0,1.7,0.0
3080662,0.3,8.7,10.3,0.0
3266594,8.7,0.0,23.0,0.3
3384842,11.3,1.7,25.7,3.3
3230334,13.3,4.0,79.3,3.3
3004702,1.7,0.7,13.0,0.3
3215694,9.0,1.3,19.7,0.0
3215338,0.3,0.7,7.0,0.0
3186726,0.3,0.0,14.3,0.0
3079654,4.7,7.7,62.0,0.0
3304418,7.3,1.0,35.3,0.0
3282578,0.0,0.0,0.0,0.0
3339002,5.7,1.0,59.0,4.0
3226118,2.3,5.7,42.7,0.0
3379818,1.0,0.3,9.0,0.0
3241094,22.0,13.0,58.3,2.0
3082478,10.0,0.3,73.7,0.0
3307518,5.7,26.3,2.7,0.7
3376098,1.7,0.0,11.7,0.0
3139150,3.0,0.7,7.7,0.0
3325990,0.0,0.0,0.0,0.0
3137086,7.3,8.7,18.3,0.0
3231958,22.7,2.0,68.7,1.3
3211302,0.0,0.0,0.7,0.0
3127982,0.0,0.3,1.0,0.7
3379282,5.7,1.0,31.3,0.0
3066950,1.7,2.3,6.0,0.0
3137422,2.7,0.0,3.0,0.0
3370302,7.3,0.7,26.7,4.0
3055694,3.0,6.7,27.0,0.0
3026602,1.3,1.7,10.3,0.0
3308258,11.7,1.3,28.7,0.0
3108070,5.3,0.3,38.7,2.0
3062730,1.0,0.0,6.0,4.3
3361254,0.0,0.0,0.0,0.0
3247686,24.7,5.0,71.0,2.0
3091954,2.3,2.0,11.7,0.0
3220850,4.7,3.0,28.7,0.7
3012330,13.7,0.3,74.3,0.0
3107114,9.3,0.3,62.3,0.0
3286014,0.0,0.0,0.0,0.0
3008198,0.0,0.3,11.3,0.0
3015826,4.7,1.0,28.3,0.3
3177702,1.7,0.0,15.0,2.3
3088802,1.7,1.3,4.0,0.0
3189570,4.0,1.7,8.7,0.0
3022006,13.3,0.0,38.3,0.0
3292550,0.0,0.0,0.0,0.0
3281418,19.7,0.3,38.0,2.0
3314210,0.7,4.0,24.3,2.0
3101078,14.0,3.0,35.7,2.7
3257146,0.7,0.7,0.7,0.0
3264266,0.0,0.0,0.0,0.0
3086774,11.7,0.7,51.3,0.0
3091698,8.7,2.7,57.0,0.0
3269454,7.0,3.7,16.0,0.0
3002518,5.3,0.7,61.0,0.3
3332426,6.0,1.3,37.7,0.0
3141946,8.7,1.0,10.7,0.0
3081794,8.0,0.3,20.7,0.0
3333394,25.7,3.0,18.7,2.7
3284566,0.0,0.0,0.0,0.0
3341642,2.7,26.7,18.0,0.7
3113106,3.7,2.0,21.0,2.3
3024034,0.7,74.7,15.7,0.0
3041670,16.7,2.0,75.3,0.7
3088034,4.7,0.3,22.3,0.3
3114402,8.0,2.7,22.7,0.0
3227582,14.3,12.7,107.7,2.7
3324826,5.3,0.0,49.0,10.3
3316742,3.3,0.7,22.7,0.7
3035470,3.0,0.0,8.3,0.0
3185930,11.3,0.7,61.3,4.0
3378162,24.3,9.0,157.0,50.0
3048414,12.3,0.3,12.3,0.0
3279518,11.0,3.7,55.3,4.3
3047270,1.7,0.7,10.0,0.0
3293222,0.0,0.0,0.0,0.0
3095086,3.0,0.3,9.7,4.3
3239310,0.7,5.3,18.7,0.0
3253870,0.7,1.0,16.7,0.0
3194694,3.3,0.3,16.3,1.0
3112054,2.0,2.7,12.7,1.7
3298938,25.0,26.3,159.3,5.7
3313014,9.0,1.0,14.7,0.0
3127098,1.7,3.7,3.7,0.0
3041702,0.0,0.3,3.0,0.0
3316874,10.0,0.7,10.3,0.0
3081938,3.0,4.0,86.3,0.0
3092426,0.0,0.0,4.3,0.0
3349702,5.7,0.3,6.7,0.0
3378190,0.7,0.0,0.0,2.0
3070870,4.3,6.0,1.7,0.0
3081206,1.3,5.7,54.0,0.0
3097506,27.0,0.7,88.7,10.7
3366938,5.3,0.0,11.0,1.0
3223998,0.3,3.7,19.0,0.3
3311182,2.0,1.3,11.7,0.0
3310034,6.7,13.3,49.7,4.3
3120870,2.0,0.3,10.0,0.0
3124498,1.0,3.7,83.0,0.3
3372326,0.0,0.3,8.0,1.0
3292238,0.0,0.0,0.0,0.0
3382542,1.7,3.3,7.0,3.3
3105538,0.0,0.0,1.3,0.3
3341186,3.7,39.3,12.3,0.0
3105122,17.0,30.0,157.7,4.0
3254394,21.3,35.3,43.3,9.7
3046494,1.3,0.0,13.0,0.7
3082398,4.0,0.3,18.7,0.0
3230542,7.7,0.0,33.0,0.0
3144906,15.0,3.3,78.3,0.0
3180198,4.0,6.7,48.7,0.0
3042242,4.0,0.7,18.7,0.0
3284526,23.3,0.0,0.0,7.0
3013654,2.0,2.0,18.3,0.0
3186354,5.7,0.3,33.3,0.0
3370050,7.3,15.3,71.3,13.7
3048834,9.0,3.0,23.3,2.3
3183486,0.3,1.7,2.0,0.0
3064046,7.3,8.7,31.3,0.0
3082726,0.7,0.3,8.0,0.0
3274498,4.3,0.7,50.7,17.7
3251302,0.3,8.7,12.0,0.7
3181714,2.3,1.3,10.7,0.0
3045066,0.0,2.3,3.3,0.0
3307566,0.0,2.3,1.0,0.0
3248950,2.0,0.3,17.7,0.0
3127158,1.3,0.0,5.0,1.3
3018934,3.0,0.7,14.0,0.0
3256134,1.7,0.3,7.3,0.0
3139770,12.0,10.7,63.3,0.0
3006294,0.3,0.0,2.0,0.0
3150550,10.7,3.0,42.7,0.0
3187030,0.7,2.0,10.3,0.0
3048938,8.0,0.7,27.7,0.0
3145526,0.0,0.0,5.3,0.0
3391590,0.7,0.0,1.3,0.0
3272886,0.0,0.0,0.0,0.0
3062398,5.0,2.3,8.7,0.0
3299826,6.0,0.7,52.3,0.0
3144282,26.0,0.7,161.0,15.3
3090294,5.3,2.3,3.7,0.0
3227146,2.7,0.3,8.7,0.0
3210010,23.7,2.0,43.3,1.0
3194826,13.0,9.0,79.0,0.0
3371538,6.3,19.0,278.3,5.3
3080234,11.7,1.3,25.3,1.3
3031082,0.0,0.0,0.0,0.0
3134842,0.7,0.0,1.3,0.0
3349698,9.0,2.7,46.7,0.7
3106550,0.3,0.0,9.0,0.0
3132910,7.0,0.0,38.3,8.3
3189634,0.0,0.0,0.0,0.0
3008734,0.7,2.3,9.0,0.0
3338650,18.0,37.7,65.0,50.0
3318194,6.3,14.0,30.0,0.3
3021910,3.7,0.7,9.0,0.0
3255786,10.3,0.0,26.7,8.0
3135222,4.3,4.3,38.3,0.0
3300078,26.7,1.0,93.7,19.7
3201010,0.3,4.7,21.7,0.0
3059954,2.0,0.3,33.3,0.0
3347742,8.0,0.7,16.0,0.0
