CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,RoamingCalls,Occupation
3239158,Yes,49.92,480.0,51.0,24.0,0.3,Other
3274634,No,36.06,582.0,45.0,1.0,0.0,Other
3016334,No,119.03,906.0,25.0,236.0,0.0,Professional
3355054,No,10.0,224.0,10.0,0.0,0.0,Other
3168254,No,136.68,2317.0,75.0,0.0,0.7,Other
3170262,No,44.73,440.0,45.0,28.0,0.0,Other
3002946,Yes,358.85,2326.0,150.0,808.0,1.2,Other
3249330,Yes,36.82,92.0,45.0,0.0,1.8,Retired
3123538,No,30.0,196.0,30.0,0.0,0.0,Other
3091750,Yes,50.96,1358.0,45.0,41.0,0.7,Other
3341650,No,70.3,320.0,28.0,29.0,33.8,Other
3301710,No,62.25,937.0,42.0,48.0,0.0,Other
3157286,No,35.34,166.0,45.0,0.0,0.0,Other
3032550,Yes,138.51,902.0,45.0,248.0,0.0,Other
3241110,No,30.34,154.0,40.0,0.0,0.3,Clerical
3201114,Yes,57.44,102.0,50.0,28.0,2.7,Other
3092190,No,85.24,814.0,105.0,0.0,0.0,Other
3174846,No,136.48,1566.0,100.0,103.0,5.8,Other
3327690,No,58.79,525.0,45.0,68.0,0.0,Other
3275098,No,30.18,304.0,35.0,0.0,0.2,Professional
3379078,No,43.39,538.0,45.0,21.0,0.0,Professional
3370762,No,76.93,24.0,15.0,0.0,0.2,Other
3299582,No,23.48,48.0,15.0,0.0,0.3,Other
3063250,No,250.14,1435.0,100.0,405.0,0.0,Professional
3373090,No,46.79,342.0,45.0,30.0,0.0,Other
3060558,Yes,50.97,256.0,42.0,0.0,4.5,Other
3391074,No,12.37,37.0,0.0,35.0,0.0,Other
3379962,No,54.73,324.0,70.0,0.0,0.0,Other
3273986,Yes,31.65,577.0,40.0,0.0,1.6,Professional
3025590,No,50.58,359.0,45.0,13.0,0.0,Other
3267446,No,36.04,164.0,40.0,0.0,1.1,Other
3263950,No,71.66,276.0,30.0,84.0,0.0,Other
3330226,No,99.14,1407.0,97.0,20.0,0.0,Professional
3012362,No,56.77,356.0,30.0,48.0,2.8,Other
3056554,Yes,32.63,87.0,30.0,4.0,0.0,Other
3337982,No,92.47,1165.0,61.0,108.0,0.1,Other
3110082,No,50.09,313.0,50.0,0.0,0.1,Other
3023762,No,46.85,164.0,57.0,0.0,0.0,Other
3386514,No,46.26,285.0,50.0,1.0,0.0,Other
3143166,No,30.51,196.0,40.0,0.0,0.0,Professional
3008986,No,34.54,40.0,34.0,6.0,0.0,Professional
3184618,Yes,39.01,420.0,27.0,45.0,0.0,Other
3198098,No,10.09,237.0,10.0,0.0,0.0,Other
3051394,Yes,29.99,63.0,30.0,0.0,0.0,Other
3258066,Yes,34.99,34.0,45.0,0.0,0.0,Other
3383534,No,49.8,418.0,34.0,26.0,0.0,Other
3100530,No,44.91,521.0,45.0,0.0,0.0,Other
3036170,No,177.66,844.0,50.0,333.0,0.0,Other
3308138,No,263.48,1142.0,33.0,678.0,0.0,Other
3249966,Yes,43.83,363.0,40.0,26.0,1.6,Other
3113578,Yes,47.89,306.0,45.0,10.0,0.0,Other
3398178,No,101.45,419.0,95.0,60.0,0.0,Crafts
3028686,No,78.86,891.0,60.0,82.0,0.3,Other
3145658,No,92.83,672.0,85.0,0.0,0.6,Crafts
3067306,No,31.18,41.0,30.0,0.0,1.2,Retired
3251434,No,65.26,531.0,44.0,74.0,0.0,Other
3345598,No,48.79,367.0,40.0,0.0,7.0,Other
3115722,No,108.73,2133.0,97.0,49.0,0.0,Other
3383050,Yes,28.52,559.0,10.0,45.0,0.5,Other
3268274,Yes,54.91,1033.0,60.0,16.0,0.0,Other
3049298,Yes,50.0,170.0,50.0,0.0,0.0,Clerical
3374174,No,151.27,770.0,60.0,240.0,0.0,Professional
3223770,No,50.44,542.0,60.0,0.0,0.0,Other
3234598,No,32.96,416.0,42.0,2.0,0.0,Professional
3093258,No,16.99,4.0,17.0,0.0,0.0,Other
3282954,No,45.59,507.0,40.0,38.0,0.1,Other
3314698,No,37.62,239.0,10.0,78.0,0.0,Other
3079758,No,45.24,182.0,55.0,0.0,0.0,Other
3292814,No,57.0,270.0,60.0,0.0,1.3,Other
3186806,Yes,10.74,38.0,10.0,0.0,0.0,Professional
3191922,No,43.53,648.0,50.0,9.0,0.4,Crafts
3371478,No,48.17,158.0,43.0,0.0,11.7,Other
3370122,No,55.99,1357.0,50.0,40.0,0.0,Other
3353706,No,36.05,662.0,10.0,64.0,0.0,Crafts
3134074,No,40.73,317.0,10.0,28.0,18.7,Professional
3239438,No,61.36,863.0,57.0,0.0,0.1,Other
3302898,Yes,42.21,338.0,45.0,18.0,0.0,Other
3267054,Yes,111.42,572.0,80.0,110.0,0.5,Other
3148866,Yes,45.11,194.0,45.0,0.0,7.9,Other
3049494,Yes,34.99,119.0,45.0,0.0,0.0,Other
3201018,Yes,107.0,660.0,30.0,254.0,2.3,Professional
3062578,No,39.28,340.0,45.0,0.0,0.0,Other
3243542,Yes,34.9,50.0,30.0,0.0,0.9,Other
3210646,Yes,49.99,352.0,50.0,0.0,0.0,Professional
3009282,Yes,65.99,243.0,45.0,15.0,0.0,Other
3361898,No,74.61,945.0,47.0,86.0,0.0,Other
3325594,Yes,14.44,85.0,10.0,13.0,0.3,Other
3348378,No,64.39,473.0,27.0,7.0,0.0,Other
3292734,No,44.16,452.0,45.0,26.0,0.0,Professional
3389710,Yes,14.8,22.0,10.0,2.0,0.0,Crafts
3371494,No,164.77,733.0,48.0,142.0,62.1,Other
3030146,No,51.29,407.0,50.0,0.0,0.1,Other
3131766,Yes,45.93,191.0,30.0,45.0,0.0,Other
3357274,Yes,34.99,71.0,45.0,0.0,0.0,Other
3361410,No,31.2,94.0,41.0,0.0,0.0,Other
3389830,Yes,7.99,0.0,8.0,0.0,0.0,Professional
3027042,Yes,128.88,670.0,70.0,190.0,10.2,Clerical
3252906,No,42.58,416.0,40.0,32.0,0.0,Other
3062982,No,51.52,136.0,30.0,42.0,3.3,Other
3067218,No,69.95,641.0,50.0,66.0,0.0,Other
3269430,Yes,274.0,1796.0,75.0,796.0,0.0,Other
3016722,No,17.14,0.0,17.0,0.0,0.0,Retired
3147622,No,49.82,595.0,29.0,112.0,0.0,Other
3352606,No,39.12,166.0,45.0,0.0,0.0,Other
3155962,Yes,81.53,541.0,38.0,106.0,0.0,Other
3090350,No,63.45,429.0,35.0,76.0,1.7,Other
3064582,Yes,17.03,4.0,17.0,0.0,0.0,Clerical
3288614,No,76.23,430.0,85.0,0.0,0.0,Other
3286666,No,79.33,1039.0,60.0,94.0,0.0,Other
3002554,No,85.53,1023.0,85.0,18.0,0.0,Self
3287102,Yes,44.99,660.0,55.0,0.0,0.0,Professional
3191098,Yes,50.44,502.0,60.0,0.0,0.0,Other
3118826,No,88.6,909.0,60.0,90.0,0.5,Other
3186874,No,30.46,97.0,30.0,0.0,0.0,Other
3067198,Yes,35.3,71.0,35.0,0.0,0.0,Other
3008642,No,98.0,1246.0,85.0,15.0,17.1,Other
3249950,No,50.46,436.0,40.0,57.0,0.0,Other
3087790,No,73.05,600.0,56.0,74.0,0.0,Other
3267502,No,55.94,570.0,30.0,73.0,0.0,Other
3351102,No,14.08,57.0,10.0,10.0,0.0,Professional
3299494,No,94.23,806.0,80.0,74.0,0.0,Other
3010006,No,37.95,316.0,40.0,2.0,0.0,Professional
3147574,No,30.26,76.0,30.0,0.0,0.0,Other
3238590,No,40.82,609.0,40.0,0.0,0.0,Other
3005390,No,107.03,1631.0,85.0,121.0,0.0,Professional
3346734,No,67.23,324.0,48.0,65.0,0.0,Crafts
3142646,No,53.69,148.0,60.0,0.0,0.0,Other
3055878,Yes,70.97,595.0,70.0,0.0,1.0,Other
3221930,No,68.2,356.0,70.0,15.0,0.0,Other
3367038,No,77.75,859.0,59.0,14.0,0.0,Other
3206942,Yes,24.09,916.0,10.0,52.0,0.0,Other
3145926,No,159.4,1331.0,75.0,133.0,1.6,Other
3006910,No,63.37,951.0,85.0,0.0,0.0,Other
3185094,No,37.36,199.0,30.0,19.0,0.0,Other
3279878,Yes,32.31,110.0,40.0,0.0,2.3,Other
3235602,No,56.65,929.0,56.0,27.0,0.2,Other
3164906,Yes,11.93,323.0,10.0,8.0,0.0,Other
3231758,Yes,43.88,324.0,30.0,38.0,0.0,Crafts
3098426,No,100.31,909.0,77.0,0.0,0.0,Professional
3340046,No,40.12,428.0,45.0,13.0,0.0,Other
3096670,Yes,0.0,2.0,0.0,0.0,0.0,Other
3079106,No,46.35,405.0,40.0,1.0,1.1,Other
3078590,No,33.56,102.0,17.0,42.0,0.0,Self
3207358,Yes,114.02,2187.0,85.0,129.0,0.0,Professional
3193018,No,50.44,1131.0,60.0,0.0,0.0,Other
3345794,No,34.99,735.0,45.0,0.0,0.0,Professional
3060938,Yes,33.34,66.0,30.0,0.0,0.1,Other
3144738,No,70.58,303.0,70.0,2.0,0.0,Professional
3142746,Yes,164.15,1655.0,170.0,0.0,0.0,Professional
3213554,No,50.44,1077.0,60.0,0.0,0.0,Other
3153158,No,54.03,529.0,50.0,0.0,0.1,Other
3020278,No,56.01,430.0,30.0,69.0,0.0,Other
3226942,No,63.06,1408.0,70.0,10.0,0.0,Self
3388046,No,66.94,800.0,52.0,76.0,0.0,Other
3349294,No,62.87,1212.0,45.0,74.0,0.0,Clerical
3027770,No,16.99,9.0,17.0,0.0,0.0,Other
3268974,No,55.91,654.0,57.0,30.0,0.0,Other
3386622,No,37.68,165.0,20.0,44.0,0.0,Other
3185010,No,87.15,366.0,30.0,167.0,5.4,Other
3149926,No,79.93,947.0,50.0,72.0,0.2,Other
3094026,No,30.26,16.0,30.0,0.0,0.0,Self
3129410,Yes,33.72,208.0,30.0,0.0,0.2,Other
3235030,No,47.61,747.0,45.0,20.0,0.0,Other
3398826,No,29.99,322.0,40.0,0.0,0.0,Retired
3359918,No,84.03,1171.0,60.0,74.0,0.2,Other
3284254,No,75.11,440.0,60.0,81.0,0.0,Other
3338334,No,143.14,1860.0,52.0,274.0,0.0,Other
3306934,No,70.44,720.0,45.0,77.0,0.0,Other
3023286,No,78.78,592.0,87.0,88.0,0.0,Other
3188262,Yes,49.99,24.0,60.0,0.0,0.0,Other
3017074,No,67.34,50.0,80.0,10.0,0.0,Other
3129206,No,31.75,329.0,30.0,4.0,0.0,Crafts
3043858,Yes,47.26,279.0,35.0,15.0,4.0,Other
3225750,Yes,32.0,193.0,30.0,2.0,0.0,Other
3334230,No,10.09,118.0,10.0,0.0,0.0,Other
3182894,Yes,55.78,228.0,30.0,63.0,0.0,Professional
3361498,Yes,49.69,1522.0,62.0,18.0,0.2,Other
3209974,Yes,81.07,1207.0,85.0,0.0,0.4,Retired
3150026,No,179.27,1240.0,75.0,92.0,0.3,Other
3091430,No,38.61,170.0,45.0,0.0,3.6,Other
3100258,No,17.44,29.0,15.0,7.0,0.2,Self
3239886,Yes,30.26,60.0,40.0,0.0,0.0,Other
3301554,Yes,46.26,578.0,45.0,30.0,0.9,Other
3208898,Yes,16.5,8.0,14.0,0.0,0.0,Clerical
3340718,No,39.34,213.0,45.0,0.0,0.1,Other
3080798,No,30.26,5.0,30.0,0.0,0.0,Other
3101066,No,33.75,328.0,30.0,3.0,2.4,Crafts
3238302,No,37.88,773.0,45.0,8.0,0.0,Other
3260994,No,61.31,304.0,40.0,90.0,0.0,Other
3030370,No,52.39,262.0,61.0,0.0,0.0,Other
3183598,Yes,30.26,147.0,30.0,0.0,0.0,Crafts
3156058,No,52.16,495.0,49.0,20.0,0.0,Other
3095730,Yes,29.99,27.0,30.0,0.0,0.0,Other
3270962,No,43.4,526.0,40.0,50.0,4.9,Other
3356410,No,72.08,694.0,60.0,24.0,0.3,Other
3308754,No,54.74,574.0,60.0,0.0,0.0,Other
3393226,No,15.25,70.0,15.0,0.0,0.0,Crafts
3009434,No,39.32,321.0,35.0,0.0,0.2,Other
3232054,Yes,81.99,911.0,30.0,146.0,0.0,Other
3305334,Yes,135.43,1870.0,60.0,238.0,0.8,Other
3319654,No,52.95,1187.0,60.0,6.0,0.0,Other
3083082,No,60.18,378.0,50.0,0.0,0.0,Other
3345298,No,34.99,793.0,45.0,0.0,0.0,Professional
3226222,Yes,40.76,503.0,42.0,3.0,0.6,Other
3125670,No,48.8,189.0,30.0,39.0,0.0,Other
3384374,No,18.77,175.0,16.0,8.0,0.0,Other
3107850,No,30.03,36.0,30.0,0.0,0.0,Professional
3032486,No,28.19,43.0,17.0,26.0,0.1,Other
3105302,No,40.69,157.0,42.0,0.0,0.3,Other
3293666,No,68.24,115.0,70.0,0.0,0.0,Other
3169082,No,50.0,230.0,50.0,0.0,0.0,Professional
3230650,Yes,41.46,305.0,30.0,32.0,0.0,Professional
3265710,No,88.35,1308.0,70.0,79.0,0.2,Other
3328986,No,11.25,563.0,10.0,4.0,0.0,Professional
3394314,No,52.49,1018.0,85.0,0.0,0.0,Other
3140618,No,13.25,20.0,10.0,0.0,0.0,Other
3032242,No,146.49,1555.0,60.0,217.0,0.4,Other
3366274,Yes,150.99,1620.0,116.0,124.0,0.0,Other
3200298,No,53.67,303.0,50.0,0.0,0.2,Other
3091910,Yes,60.19,136.0,50.0,0.0,0.0,Other
3265814,No,149.98,2304.0,54.0,265.0,0.0,Other
3330082,No,60.24,212.0,70.0,0.0,0.0,Other
3205470,No,47.1,320.0,50.0,35.0,6.8,Professional
3089562,No,73.23,1005.0,60.0,76.0,0.0,Professional
3179826,No,53.28,512.0,45.0,52.0,0.0,Other
3276026,Yes,31.74,93.0,40.0,0.0,0.0,Other
3224366,No,97.41,692.0,50.0,154.0,1.4,Other
3208842,No,56.47,425.0,36.0,0.0,0.2,Other
3374474,No,42.09,220.0,48.0,0.0,0.0,Other
3177162,No,27.09,154.0,7.0,55.0,0.0,Other
3146158,Yes,34.99,64.0,45.0,0.0,0.0,Crafts
3154098,No,35.48,230.0,45.0,0.0,0.0,Professional
3352990,No,88.26,795.0,70.0,63.0,0.0,Other
3108270,No,62.8,311.0,30.0,22.0,2.1,Professional
3021114,No,17.62,8.0,30.0,0.0,0.0,Other
3138002,No,72.99,800.0,70.0,32.0,0.0,Professional
3363650,No,55.33,268.0,70.0,0.0,0.1,Other
3302782,Yes,75.39,664.0,50.0,78.0,0.1,Other
3328738,No,31.92,454.0,40.0,4.0,0.0,Clerical
3345370,No,90.53,899.0,46.0,153.0,0.0,Other
3195430,Yes,158.9,1012.0,75.0,87.0,62.2,Crafts
3239686,Yes,54.43,375.0,60.0,0.0,0.0,Other
3257474,No,36.05,311.0,45.0,0.0,0.0,Other
3100066,No,54.31,283.0,61.0,4.0,0.0,Other
3099238,No,32.54,277.0,30.0,0.0,0.8,Other
3292014,No,63.98,266.0,75.0,0.0,0.0,Professional
3102974,No,43.47,450.0,32.0,42.0,0.0,Other
3226402,Yes,88.05,302.0,95.0,12.0,0.0,Other
3070882,No,54.72,328.0,50.0,0.0,0.0,Self
3102506,No,66.02,518.0,70.0,15.0,0.2,Other
3373790,No,63.29,479.0,40.0,38.0,0.0,Other
3069114,Yes,140.97,644.0,30.0,306.0,0.0,Other
3324334,No,10.41,407.0,10.0,0.0,0.3,Other
3054414,No,47.74,909.0,45.0,26.0,0.0,Other
3215734,No,99.78,1510.0,95.0,65.0,0.0,Other
3166234,No,50.48,34.0,60.0,0.0,0.0,Self
3272454,No,148.28,930.0,48.0,142.0,0.0,Other
3366562,No,61.03,1220.0,70.0,14.0,0.0,Professional
3236094,No,99.68,668.0,50.0,141.0,0.1,Other
3387518,No,60.24,684.0,56.0,34.0,0.0,Other
3292910,Yes,57.74,116.0,65.0,0.0,0.0,Other
3159202,Yes,229.35,1998.0,150.0,247.0,9.2,Other
3274390,Yes,56.47,621.0,59.0,22.0,0.0,Other
3096442,No,37.8,449.0,36.0,0.0,0.0,Professional
3074246,No,39.44,590.0,45.0,3.0,0.0,Other
3397614,No,29.71,327.0,15.0,65.0,0.0,Crafts
3055934,No,83.24,1396.0,90.0,0.0,0.0,Other
3173486,No,47.44,364.0,16.0,100.0,0.0,Other
3396882,No,30.17,17.0,30.0,0.0,0.0,Other
3069750,No,42.84,162.0,30.0,39.0,0.9,Other
3296022,No,29.99,313.0,40.0,0.0,0.0,Professional
3043698,No,31.45,227.0,30.0,1.0,0.0,Professional
3052106,Yes,50.97,148.0,60.0,0.0,0.0,Other
3197106,No,70.55,416.0,70.0,32.0,0.0,Other
3299902,No,65.31,1357.0,60.0,14.0,0.0,Other
3320498,Yes,75.48,763.0,85.0,0.0,0.0,Other
3330562,No,51.48,866.0,45.0,43.0,0.3,Professional
3267798,Yes,59.85,795.0,40.0,77.0,0.0,Other
3275086,Yes,31.1,268.0,40.0,0.0,1.1,Homemaker
3307430,No,26.69,260.0,33.0,0.0,0.5,Other
3035098,No,62.31,951.0,50.0,47.0,0.0,Professional
3179814,No,36.47,727.0,30.0,6.0,0.0,Other
3035550,No,53.39,451.0,60.0,0.0,0.0,Other
3354782,Yes,71.86,875.0,67.0,38.0,1.6,Other
3170406,Yes,177.26,1517.0,75.0,351.0,9.1,Professional
3022738,Yes,24.99,36.0,25.0,0.0,0.0,Other
3230962,No,36.42,206.0,35.0,4.0,0.0,Professional
3133270,No,55.8,451.0,50.0,8.0,0.0,Other
3158238,No,53.63,396.0,50.0,0.0,0.0,Other
3167918,Yes,17.55,3.0,17.0,0.0,0.0,Professional
3275566,Yes,46.3,459.0,40.0,29.0,0.1,Other
3238730,No,62.96,480.0,70.0,0.0,0.0,Other
3208570,Yes,39.43,309.0,10.0,101.0,1.1,Professional
3399882,Yes,38.34,320.0,30.0,21.0,0.0,Professional
3200186,No,93.57,1014.0,75.0,48.0,0.0,Other
3001782,Yes,64.8,479.0,50.0,139.0,0.0,Professional
3322490,Yes,60.79,708.0,60.0,7.0,0.0,Other
3031810,No,46.92,542.0,25.0,50.0,0.0,Self
3280390,Yes,155.18,1070.0,108.0,142.0,7.9,Other
3166022,No,90.01,1546.0,95.0,0.0,0.3,Other
3370318,No,21.31,338.0,20.0,0.0,0.0,Other
3039478,Yes,28.32,31.0,25.0,0.0,0.0,Other
3174190,No,156.71,1762.0,45.0,333.0,3.1,Other
3235690,Yes,35.3,282.0,45.0,0.0,0.0,Self
3208422,No,30.5,40.0,30.0,0.0,0.0,Other
3311790,No,10.74,160.0,10.0,0.0,0.7,Other
3036818,No,58.71,383.0,52.0,0.0,0.0,Professional
3096962,No,30.36,52.0,30.0,0.0,0.1,Professional
3390622,No,102.79,505.0,68.0,104.0,0.0,Other
3262614,No,29.99,78.0,40.0,0.0,0.0,Other
3097374,No,70.56,489.0,35.0,79.0,0.0,Other
3319530,No,61.87,381.0,45.0,73.0,0.6,Other
3068414,No,59.3,124.0,50.0,0.0,2.6,Other
3236854,Yes,76.52,184.0,30.0,0.0,0.0,Other
3221058,No,63.61,800.0,50.0,34.0,0.0,Other
3212990,Yes,10.0,0.0,10.0,0.0,0.0,Crafts
3080154,Yes,66.14,776.0,28.0,104.0,0.0,Other
3293650,Yes,37.2,656.0,40.0,14.0,0.0,Other
3365946,Yes,115.16,1266.0,95.0,70.0,0.0,Professional
3128246,No,42.97,471.0,52.0,0.0,0.6,Other
3392958,No,98.23,998.0,107.0,0.0,0.0,Other
3178718,No,162.65,1207.0,109.0,222.0,0.0,Other
3247982,No,67.13,613.0,60.0,53.0,0.0,Other
3074290,Yes,32.64,37.0,30.0,0.0,1.0,Professional
3214182,No,93.42,488.0,59.0,12.0,15.6,Other
3387758,No,63.23,304.0,13.0,34.0,0.0,Other
3392914,Yes,19.18,106.0,15.0,6.0,0.0,Other
3329642,No,25.53,20.0,30.0,14.0,0.0,Other
3390226,No,49.48,901.0,50.0,22.0,0.0,Other
3088246,No,58.93,1300.0,60.0,17.0,0.7,Other
3040830,No,123.77,2288.0,100.0,146.0,0.1,Other
3379886,No,17.33,524.0,20.0,0.0,0.0,Other
3009870,No,55.73,764.0,60.0,0.0,0.0,Other
3136314,Yes,115.33,712.0,35.0,199.0,0.0,Other
3279818,No,34.73,60.0,40.0,0.0,0.0,Other
3101270,No,30.0,112.0,30.0,0.0,0.0,Other
3277074,No,135.11,2207.0,65.0,79.0,0.9,Other
3209806,No,97.97,997.0,43.0,132.0,0.0,Other
3212634,Yes,23.76,432.0,40.0,2.0,0.0,Other
3295390,No,53.52,599.0,60.0,0.0,0.0,Other
3223314,No,39.66,206.0,30.0,0.0,0.0,Other
3382230,No,34.99,44.0,45.0,0.0,0.0,Professional
3107834,No,71.47,276.0,30.0,112.0,0.0,Other
3278390,No,72.99,336.0,80.0,0.0,0.0,Other
3034278,Yes,33.24,316.0,59.0,26.0,0.5,Crafts
3232290,No,37.42,312.0,30.0,13.0,0.0,Other
3015462,No,73.36,349.0,70.0,0.0,0.0,Other
3030586,No,40.68,381.0,45.0,22.0,0.0,Other
3370862,No,71.38,820.0,60.0,2.0,19.8,Other
3240854,Yes,30.91,117.0,40.0,0.0,0.5,Professional
3156078,No,65.59,447.0,50.0,0.0,4.9,Other
3261190,No,56.1,681.0,70.0,5.0,3.1,Professional
3242610,No,44.7,633.0,40.0,30.0,0.0,Other
3179078,No,28.55,56.0,40.0,0.0,0.1,Other
3097258,Yes,50.45,168.0,50.0,0.0,0.0,Professional
3225254,No,35.24,922.0,45.0,0.0,0.0,Professional
3230258,No,37.33,424.0,10.0,73.0,1.1,Other
3127902,No,233.11,814.0,40.0,256.0,112.8,Other
3110422,No,34.78,418.0,40.0,13.0,0.0,Other
3235210,Yes,75.91,506.0,85.0,0.0,0.0,Professional
3039398,No,25.25,194.0,20.0,3.0,5.0,Other
3226814,No,58.56,468.0,50.0,15.0,0.0,Professional
3168718,No,113.94,1633.0,115.0,0.0,0.0,Other
3080926,No,30.26,24.0,30.0,0.0,0.0,Professional
3372350,No,86.19,319.0,15.0,58.0,11.2,Other
3387530,No,38.78,898.0,45.0,8.0,0.0,Other
3297078,No,52.11,658.0,10.0,168.0,0.0,Other
3398222,No,34.19,89.0,30.0,12.0,0.0,Other
3262250,No,67.81,769.0,70.0,2.0,1.9,Other
3087294,No,53.69,902.0,50.0,0.0,0.0,Other
3096954,No,50.25,399.0,50.0,0.0,0.0,Other
3027294,Yes,23.88,936.0,10.0,30.0,1.9,Other
3328170,Yes,61.93,821.0,56.0,30.0,0.2,Other
3253030,No,88.05,376.0,23.0,245.0,0.0,Other
3237286,No,49.42,747.0,45.0,33.0,0.0,Crafts
3160998,Yes,32.49,0.0,32.0,0.0,0.0,Other
3033178,No,34.99,157.0,45.0,0.0,0.0,Other
3135682,No,36.91,42.0,45.0,0.0,1.9,Other
3103506,Yes,143.94,1474.0,45.0,262.0,0.7,Other
3035362,Yes,53.7,474.0,50.0,13.0,0.0,Professional
3117226,No,84.55,567.0,45.0,124.0,0.0,Other
3040622,Yes,63.78,288.0,70.0,0.0,0.0,Other
3287046,No,69.44,1986.0,60.0,132.0,0.0,Other
3072994,Yes,16.99,0.0,17.0,0.0,0.0,Other
3133074,No,77.47,1182.0,85.0,16.0,0.0,Other
3314406,Yes,154.94,1959.0,95.0,172.0,0.0,Other
3370706,No,74.44,251.0,69.0,39.0,0.0,Crafts
3068790,No,39.75,391.0,37.0,18.0,0.0,Other
3150934,No,29.99,49.0,30.0,0.0,0.0,Other
3328286,Yes,39.06,626.0,34.0,31.0,0.0,Professional
3138818,No,216.2,2109.0,85.0,122.0,74.1,Other
3284614,Yes,54.42,420.0,45.0,64.0,0.2,Other
3036622,No,92.98,230.0,65.0,0.0,0.0,Other
3044254,No,53.97,154.0,60.0,0.0,0.0,Other
3089598,No,75.53,820.0,69.0,44.0,0.0,Other
3304766,No,45.24,192.0,55.0,0.0,0.0,Other
3350450,No,91.51,600.0,95.0,0.0,0.3,Other
3209458,No,64.86,1525.0,60.0,39.0,0.0,Other
3144838,No,45.91,506.0,35.0,12.0,0.0,Other
3350870,No,49.99,409.0,70.0,0.0,0.0,Retired
3352414,No,78.0,265.0,43.0,0.0,0.0,Other
3076830,No,10.0,435.0,10.0,0.0,0.0,Other
3306370,Yes,51.27,1363.0,45.0,40.0,0.7,Other
3334166,No,28.49,226.0,40.0,0.0,0.0,Other
3024322,No,13.88,336.0,10.0,15.0,0.6,Professional
3380962,No,90.31,784.0,61.0,81.0,0.0,Other
3293378,No,84.76,1514.0,60.0,106.0,0.0,Other
3314118,No,30.91,78.0,30.0,0.0,0.2,Other
3257442,No,32.98,422.0,32.0,0.0,0.0,Other
3086134,No,30.74,243.0,30.0,0.0,0.0,Other
3284902,No,10.49,81.0,10.0,0.0,0.0,Other
3108230,No,84.99,160.0,95.0,0.0,0.0,Other
3188518,No,82.17,1181.0,87.0,0.0,1.6,Other
3133458,No,56.75,504.0,62.0,1.0,0.0,Other
3236886,No,10.84,40.0,10.0,3.0,0.0,Other
3256626,No,30.86,22.0,40.0,0.0,0.9,Crafts
3075386,No,15.01,284.0,10.0,0.0,3.0,Other
3245862,Yes,149.13,1484.0,115.0,72.0,0.0,Other
3018666,No,59.31,560.0,50.0,28.0,0.5,Other
3035910,No,62.93,119.0,57.0,5.0,0.9,Self
3192090,No,88.21,882.0,75.0,30.0,0.7,Other
3037110,No,64.8,578.0,45.0,162.0,0.7,Other
3214502,No,34.84,360.0,30.0,14.0,0.0,Other
3037170,No,123.98,774.0,95.0,55.0,0.0,Professional
3244906,No,67.0,325.0,60.0,17.0,0.0,Other
3105922,Yes,54.22,560.0,46.0,18.0,0.0,Professional
3052390,No,51.56,198.0,25.0,50.0,3.2,Other
3330746,No,17.73,22.0,17.0,6.0,0.0,Other
3249986,Yes,31.23,78.0,40.0,2.0,0.0,Other
3294666,No,42.26,358.0,45.0,8.0,0.0,Other
3015178,No,53.56,286.0,50.0,0.0,3.3,Other
3296134,Yes,34.99,220.0,45.0,0.0,0.0,Other
3220742,Yes,56.74,316.0,70.0,0.0,0.0,Professional
3021162,Yes,66.49,595.0,50.0,65.0,1.7,Other
3154754,No,29.99,14.0,30.0,0.0,0.0,Professional
3061094,No,24.75,306.0,10.0,29.0,0.6,Other
3142710,No,41.61,168.0,30.0,32.0,0.0,Other
3082118,No,134.12,1267.0,95.0,147.0,0.0,Other
3004334,Yes,87.73,1274.0,80.0,10.0,0.0,Other
3156606,No,35.3,0.0,35.0,0.0,0.0,Professional
3389094,Yes,66.42,404.0,55.0,24.0,5.3,Other
3222686,Yes,33.59,339.0,40.0,0.0,0.0,Other
3082958,No,74.9,278.0,54.0,68.0,2.5,Other
3212374,No,120.19,924.0,75.0,136.0,0.0,Professional
3168490,No,43.24,222.0,50.0,0.0,0.0,Other
3283854,Yes,123.03,695.0,40.0,251.0,3.5,Other
3374694,No,32.89,153.0,40.0,6.0,0.5,Professional
3152234,No,91.6,394.0,95.0,0.0,1.6,Retired
3319582,No,168.29,2256.0,87.0,339.0,1.3,Student
3317474,No,20.17,4.0,30.0,0.0,0.0,Retired
3018238,Yes,29.99,52.0,30.0,0.0,0.0,Crafts
3133030,No,16.29,19.0,17.0,0.0,0.0,Homemaker
3309638,Yes,87.97,1845.0,71.0,65.0,0.0,Other
3055386,No,41.81,477.0,45.0,20.0,0.0,Student
3290130,No,34.99,150.0,45.0,0.0,0.0,Other
3166278,No,33.94,125.0,32.0,0.0,0.0,Professional
3365554,No,85.22,876.0,80.0,32.0,0.8,Other
3232294,Yes,10.0,0.0,10.0,0.0,0.0,Other
3261810,No,86.59,501.0,40.0,158.0,1.2,Other
3234010,No,10.5,131.0,10.0,1.0,0.0,Other
3348334,No,52.38,200.0,77.0,0.0,0.7,Professional
3266454,No,88.85,459.0,40.0,147.0,0.0,Other
3227662,No,53.24,703.0,70.0,0.0,0.0,Professional
3211314,No,51.92,2006.0,40.0,13.0,6.8,Professional
